Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0634,15.2629,2.691,20.028,2.7618,2.0925,1.7936,1.8766,0.0444,3.8282,0.0201,2.286,46.3389,0.976,2527.7,6.11,8.69,10,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0635,10.5204,1.965,20.3205,3.29,2.1629,1.7809,2.2715,0.0382,4.0424,0.0217,2.0195,50.67,0.8971,1739.7,6.03,8.16,8.4,11.7,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0636,11.9062,2.658,26.0676,2.4814,1.7466,1.9365,1.8371,0.0314,3.6934,0.0161,1.784,44.852,0.9896,2748.3,6.33,8.71,8.9,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0637,10.7182,1.9309,19.0887,3.0604,1.8712,1.8015,1.8071,0.0417,3.8322,0.0201,2.1103,52.8234,0.8943,2017.4,5.91,8.21,6.7,11.79,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0638,11.8182,2.5517,22.1312,3.0486,2.1284,2.0024,1.7342,0.043,3.537,0.017,1.6689,48.4782,0.8412,2296.1,6.33,8.33,6.4,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0639,14.9568,2.8844,19.1323,2.5065,2.062,1.5423,2.0153,0.0329,4.104,0.0172,1.7768,48.0409,0.9284,2512.5,6.37,8.78,9.2,12.07,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0640,10.8019,2.7934,20.0983,2.8723,1.777,1.9827,1.7292,0.0335,3.3822,0.0222,1.7445,51.9123,0.8505,1886.8,6.34,8.03,7.1,11.69,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0641,16.0456,2.9705,23.0514,2.7044,1.7488,2.0728,1.8841,0.0374,3.3613,0.0158,2.0717,43.138,0.8981,2877.5,6.04,8.99,10.8,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0642,11.5051,3.5456,23.0007,2.9289,1.8144,1.9432,2.2384,0.0386,4.5734,0.0228,1.7993,45.4729,1.1165,1971.4,6.26,8.42,8.7,11.62,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0643,9.4755,3.2517,23.5172,2.682,1.8817,1.704,1.8761,0.0335,3.2149,0.0186,1.6992,49.8143,0.8313,2087,6.5,8.77,9.3,11.48,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0644,13.6618,3.1446,23.7092,2.7673,1.8277,1.964,2.1629,0.0414,4.2453,0.0188,1.9978,43.359,1.1002,2506,6.51,8.57,10.5,11.81,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0645,14.4543,1.2973,24.0834,2.8098,1.679,1.7974,1.5856,0.035,3.952,0.0173,1.9538,45.5306,0.8047,3039.8,5.8,9.24,10.6,11.96,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0646,12.585,0.7998,18.108,2.7601,1.7775,2.1287,1.8173,0.0407,3.8097,0.02,1.7519,53.449,0.9524,2290.8,5.94,8.04,6.4,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0647,9.7049,2.1373,19.5925,3.0041,2.2064,1.9084,2.1127,0.0387,3.8532,0.0218,2.1547,52.3598,0.9055,1773.6,5.95,7.57,4,11.68,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0648,15.5013,3.3943,21.3864,2.3885,2.0637,1.6798,1.9297,0.0319,3.6111,0.0213,1.6387,45.4764,0.877,2683.3,6.18,8.8,10.8,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0649,15.7418,0.726,20.0662,3.2429,1.8708,2.2671,1.7764,0.0375,4.7075,0.0201,2.1722,46.3141,1.0575,2460.5,5.93,8.19,8.8,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0650,12.5172,2.3826,23.7888,2.5763,1.8534,1.8195,1.8524,0.0412,3.7982,0.0216,1.791,46.5212,1.0367,2651.4,6.14,9.09,9.8,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0651,11.9199,3.9169,21.2616,3.2784,2.0632,1.8661,1.9852,0.0432,4.3699,0.0176,1.8653,46.5676,0.8452,2096.4,6.7,8.48,7.8,11.65,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0652,15.5231,1.9399,20.3502,3.2948,2.2866,2.182,1.7678,0.0378,3.5997,0.0211,2.2258,45.6329,1.1383,2504.8,6.29,8.76,9.1,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0653,14.6506,1.9718,21.3425,2.707,1.8682,1.5057,1.8566,0.0338,3.3469,0.0166,1.7033,48.1353,0.8616,2879.7,6.36,9.29,12.8,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0654,13.9634,3.3923,26.7945,2.5583,2.1247,1.8739,1.7814,0.0427,3.7686,0.021,1.787,40.9316,0.9605,2763.1,6.28,9.13,8.8,11.74,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0655,9.8239,1.4462,25.145,2.4673,1.918,2.0669,1.936,0.0402,3.2428,0.017,2.0543,48.8855,0.9569,2363.1,5.92,8.43,10.5,11.62,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0656,15.0781,1.5281,18.8776,2.9243,1.9097,1.7613,1.5592,0.0321,3.6713,0.0169,1.9305,49.7538,0.9571,2605.7,5.88,9.04,9.8,12.15,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0657,10.134,1.8866,28.4685,2.7292,1.8002,2.2523,1.6928,0.0429,3.7365,0.017,2.2215,44.0161,1.0024,2232.2,5.63,8.67,8.9,11.53,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0658,11.1393,3.1368,24.144,2.6658,1.8618,1.5789,1.6097,0.0345,3.4622,0.0166,1.6194,47.8161,0.915,2638.9,6.29,9.42,11.2,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0659,11.9566,1.8375,16.9735,3.0623,1.7866,1.9104,1.627,0.0337,4.1669,0.0193,2.1174,53.6122,0.8968,2142.8,6.21,8.15,8.2,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0660,12.0573,2.3964,26.2846,2.9755,1.608,1.7857,1.6774,0.0345,4.2122,0.0162,1.7199,44.2605,0.9718,2657.9,6.07,8.59,8.2,11.63,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0661,11.9871,1.3013,25.1121,2.5372,1.4836,1.8276,1.6222,0.0358,3.1938,0.0175,1.8496,48.2386,0.7937,2735.4,5.79,9.07,10.4,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0662,12.6004,1.0903,25.3027,3.3607,2.2685,1.9004,2.0329,0.0437,3.4954,0.0209,1.9203,45.0056,0.9583,2472.2,5.75,8.73,8.1,11.76,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0663,11.0114,3.5536,24.0145,3.0769,2.0496,1.9539,1.8226,0.0431,3.5663,0.0177,2.1344,45.8103,0.9457,1941.4,6.49,7.75,7.8,11.57,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0664,14.99,2.9948,21.2769,2.8091,1.9414,1.8639,2.266,0.0433,3.5584,0.0168,1.7069,45.6578,0.8746,2572,6.15,8.79,10.3,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0665,11.7864,2.0785,24.7642,2.9525,2.0062,1.7915,1.8907,0.0316,3.6431,0.0165,1.75,46.4606,0.8282,2664.9,5.98,8.86,9.3,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0666,13.0962,3.2065,23.829,2.5678,1.8571,1.9409,1.9482,0.0383,4.0525,0.0203,1.8666,44.6261,0.9504,2679.6,6.34,9.13,8.9,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0667,11.7936,2.072,21.4593,3.0679,2.0516,2.448,2.4491,0.0377,4.5542,0.0185,1.832,47.001,1.2152,1932.8,6.58,7.88,7.3,11.77,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0668,11.9914,3.2314,22.118,3.4427,2.1329,1.9983,2.2143,0.0446,3.8182,0.0194,2.3036,45.8065,0.8787,2100.8,6.28,8.51,8.7,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0669,14.2415,0.9386,25.0219,3.2451,1.753,1.8005,1.7045,0.0411,4.4565,0.021,2.2854,43.372,1.119,2676.3,5.95,8.66,10.7,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0670,11.4204,2.5099,23.2176,3.4001,2.2454,2.3407,1.7807,0.0455,4.7163,0.0226,1.8528,45.5557,0.8922,2123.8,6.13,8.48,8.7,11.64,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0671,12.3685,2.6613,27.2749,3.3162,2.1324,1.9117,2.0338,0.0433,3.8983,0.0179,1.761,41.5393,1.0413,2580.4,6.29,8.82,7.7,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0672,14.0091,3.0751,19.8364,2.8282,2.1247,2.0213,1.995,0.037,4.755,0.0225,1.884,46.1977,1.214,2317,6.46,7.9,7.6,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0673,14.0599,1.9262,20.0502,2.2163,1.9531,1.7852,1.5774,0.039,3.8942,0.0199,1.9259,49.7534,0.7995,2742.7,6.1,8.89,9.6,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0674,16.0471,1.4454,25.598,2.2977,1.5409,1.781,1.6584,0.038,3.6697,0.0157,1.6173,43.4758,0.8149,3043.6,6.01,9.4,10.4,12.02,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0675,11.4033,1.1039,22.192,3.5332,2.397,2.3342,2.0203,0.0396,4.315,0.0227,2.4408,47.2786,0.9193,1958,6,8.21,8.6,11.79,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0676,15.8169,2.0968,25.9838,3.0688,1.981,1.6917,1.6306,0.0364,3.5376,0.02,1.5788,41.5928,0.9648,2999.1,6.46,9.45,10,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0677,10.6813,3.3433,22.1595,3.2004,1.8781,1.7684,1.6926,0.0323,3.8293,0.0167,1.8348,48.6788,0.8844,2018.6,6.4,8.42,8.2,11.57,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0678,11.5895,2.6115,17.5294,2.5592,2.0009,1.865,2.0865,0.0362,4.1084,0.0182,2.1149,52.6033,0.8771,2063.9,6.51,8.14,5.5,11.92,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0679,15.2017,3.5319,21.0105,2.3511,1.9404,1.8408,1.7773,0.034,3.6136,0.0172,1.9447,45.7319,1.0048,2704.4,6.56,8.55,10,12,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0680,11.6671,2.7228,22.3162,3.3135,1.9741,2.1381,1.7592,0.0388,4.5847,0.0219,1.7979,46.7159,0.9499,2200.4,6.21,8.52,10.4,11.67,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0681,14.6735,1.8567,17.3436,2.7217,2.0216,1.9365,1.8221,0.0372,4.02,0.0174,1.69,50.8727,0.9871,2427.5,5.94,8.41,8,12.16,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0682,16.4532,1.8395,26.5522,2.5341,1.8898,1.597,2.0107,0.0382,3.8665,0.0161,1.7016,40.6286,0.8725,3112.6,6.27,9.69,14.7,11.98,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0683,12.6738,1.4888,20.4341,3.4473,2.1531,1.8847,1.8789,0.0463,4.4637,0.0218,2.0222,48.2954,1.1898,2192.8,6.07,7.92,7.4,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0684,11.8272,1.9593,19.3333,2.5323,2.0389,1.7779,2.0947,0.0439,3.3369,0.019,2.0844,51.9221,1.0301,2083.6,6.16,7.99,7.1,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0685,12.4307,3.6825,20.9131,3.3885,2.0706,1.9484,2.0369,0.0367,3.673,0.0174,1.7418,46.9978,1.0626,2186.9,6.45,8.07,8.4,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0686,17.5934,2.8634,19.9959,2.9607,2.0781,1.7079,1.6999,0.0354,3.6824,0.0195,1.9819,44.335,1.0465,2646,6.13,8.33,7.7,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0687,11.6342,2.4456,21.9612,2.4655,1.7041,1.849,1.9814,0.0385,3.633,0.0171,1.7155,49.7844,0.7704,2496.9,6.14,8.57,11.5,11.76,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0688,10.004,1.425,26.4565,2.8085,1.7968,1.6082,1.9632,0.0391,3.8156,0.0185,1.8081,47.4079,0.8486,2391.4,5.88,8.8,7.5,11.55,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0689,15.5043,1.0837,20.2828,2.9806,1.7812,2.051,1.6765,0.0407,3.2827,0.0161,2.1108,48.2887,0.9009,2496.9,5.99,8.81,9.5,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0690,15.741,2.4309,20.5417,2.6362,1.8586,1.5515,1.6714,0.0308,3.0732,0.016,1.7543,47.8171,0.8772,2747.3,5.97,8.87,10.2,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0691,15.3212,4.0281,19.8564,2.8147,2.0373,2.3426,2.2213,0.046,3.9028,0.0236,1.8091,44.4604,1.1365,2348.2,6.49,8.28,8,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0692,14.1897,2.832,21.353,2.8572,1.799,1.6515,1.7808,0.0353,3.8369,0.02,1.7021,47.1732,0.7694,2843.8,6.34,8.8,9.1,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0693,13.5734,0.9168,26.525,2.389,2.059,1.9371,1.7306,0.0353,3.911,0.0188,1.9177,44.0778,0.9085,2833.6,6.02,8.87,10.5,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0694,13.4133,0.953,19.7154,3.1901,2.1155,2.4926,2.1543,0.0403,4.8584,0.0217,2.2387,47.758,1.0488,2088.6,6.12,7.96,5.3,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0695,16.461,1.4587,22.9167,3.2505,1.7176,2.0304,1.9703,0.0402,3.6397,0.018,2.0101,43.5574,0.9295,2771.9,5.76,9,10.5,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0696,16.1297,3.2264,19.1249,3.3314,1.7955,2.0436,2.2646,0.0441,4.4947,0.0188,1.7427,44.7951,0.9885,2543.1,6.15,8.36,9.4,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0697,12.3965,2.7759,22.9862,3.195,1.7466,2.1171,1.693,0.0354,4.0778,0.0216,1.8031,46.1671,0.9847,2364.1,6.13,8.62,9.4,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0698,13.9884,3.2999,22.4946,3.183,1.7652,2.107,1.8279,0.0449,3.9041,0.0191,2.2492,44.1283,0.9886,2378.6,6.36,8.13,7.8,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0699,10.1335,2.921,23.4531,3.24,1.8199,1.971,1.9285,0.0384,3.8054,0.0176,2.076,47.4989,1.0967,1932.2,6.26,8.51,9.1,11.54,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0700,14.6601,2.9488,19.2829,2.6695,1.5496,1.7462,1.588,0.0371,3.4846,0.0168,1.6079,49.6558,0.7529,2704,6.46,8.99,9.1,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0701,14.0239,1.5939,25.6649,2.5384,1.5452,1.7086,1.819,0.038,3.4098,0.0177,1.6058,45.0456,0.989,3057.8,6.04,9.09,11.1,11.86,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0702,12.1799,1.1715,20.15,3.1761,1.9912,2.1638,1.7703,0.0341,3.2798,0.0193,2.2129,50.9437,0.9072,2281.7,5.79,8.29,7.4,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0703,12.1284,2.2522,23.7198,2.8856,1.8518,2.2154,2.3558,0.0445,3.8561,0.019,1.8798,45.7489,1.0427,2297.4,5.88,8.68,10.2,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0704,11.8424,2.7325,20.7889,2.5679,1.8028,1.7453,1.6421,0.0412,4.1438,0.0172,1.6288,50.1915,0.8557,2299.1,6.37,8.21,7,11.78,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0705,16.6359,1.32,22.3,2.7034,1.7658,2.3233,2.1189,0.041,4.3713,0.0223,2.2107,43.2701,0.9171,2704.3,5.89,8.47,9.4,12.18,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0706,15.9506,1.0115,21.5411,2.9055,1.7446,1.7635,2.0403,0.0348,3.6723,0.0154,1.9633,46.4924,0.8646,2686.4,5.7,9.1,10.9,12.15,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0707,11.8543,2.8992,19.1603,2.9104,1.8392,2.1048,2.1551,0.0438,3.8088,0.018,1.7956,50.2453,1.1651,1898.8,6.27,7.74,5.3,11.8,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0708,13.0589,2.3565,23.9656,2.5272,1.5062,1.5848,1.7741,0.035,3.4148,0.0178,1.7614,47.13,0.8677,2981.8,6.36,9.06,10.7,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0709,12.3537,3.0672,25.2037,2.4579,1.9343,1.6786,2.1528,0.0413,3.3341,0.0167,1.9416,45.0059,0.8123,2621.4,6.32,8.33,8.4,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0710,16.7386,1.3489,21.3661,2.764,2.1798,2.2905,2.1506,0.045,4.2064,0.0195,1.9742,44.0487,0.8677,2684.5,6.37,8.54,10.7,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0711,12.5281,2.2741,24.2474,2.9729,2.2479,2.0206,2.1144,0.0459,4.5518,0.0229,1.9091,44.1132,0.9518,2331,5.99,8.54,9,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0712,10.507,1.0706,24.2363,3.0449,2.1006,2.1467,1.7264,0.0358,3.4967,0.0182,2.1319,48.4693,1.0158,2231.9,5.92,8.39,7.5,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0713,14.4609,1.2231,24.4801,3.0111,1.7877,1.972,1.7834,0.0387,3.9634,0.0211,1.7511,44.6815,0.826,2770.3,5.92,9.23,11.7,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0714,10.8919,1.4943,22.3391,2.6772,1.7522,2.0392,1.6232,0.0385,4.1445,0.0177,1.9634,50.0222,0.9965,2164.7,6.09,7.9,7.4,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0715,13.3836,1.0118,20.0825,2.8054,2.1824,1.843,2.0253,0.0458,3.9961,0.023,2.2863,49.1769,1.1378,2211.7,5.92,7.89,5.1,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0716,17.0461,2.7228,19.6994,3.1053,1.9197,2.0165,2.1004,0.0394,4.2949,0.0209,2.0303,43.9242,1.0802,2595,6.46,8.27,8.9,12.15,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0717,11.725,3.7744,21.2557,3.4431,2.0803,1.9989,1.8914,0.0379,4.4197,0.0214,1.8685,46.5652,0.9185,1917.4,6.36,8.18,6.9,11.63,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0718,9.5671,3.2908,25.8817,2.8479,2.0211,1.9595,1.9686,0.0366,3.3755,0.0164,1.6991,46.5276,0.808,2082.1,6.42,8.72,7.8,11.42,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0719,15.8118,2.859,23.644,2.7962,1.8124,1.6479,2.0344,0.0336,3.1919,0.0196,1.642,43.7266,0.7808,2874.4,6.39,9.16,10.2,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0720,14.5399,1.6279,24.815,2.3879,1.6505,1.5592,1.8047,0.034,3.6018,0.0188,1.7656,45.2101,0.9846,2904.9,6.21,9.16,12.3,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0721,11.4977,1.8903,23.7575,2.9452,1.8179,2.2684,2.1705,0.04,4.2417,0.0225,1.7925,46.5367,1.019,2232.7,5.79,8.34,7.1,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
